promney,rfrac
0.59566096482964,0.705332671896
0.7996909893288406,0.71
0.7387321395163858,0.7100759969179999
0.7942171258099714,0.7121074181010001
0.6177916477514013,0.7165658891399999
0.7129442481906162,0.71813189508
0.6446323899874173,0.7182960323109999
0.6852682357240494,0.72
0.6581431825291817,0.721203317215
0.7829840120502853,0.723295356812
0.6832155515396038,0.72432864925
0.7182842872934145,0.727629403743
0.6745581503220781,0.729047604075
0.8921159514957562,0.73
0.7564603216414982,0.734419604227
0.790863981106275,0.74
0.8352504268908898,0.7412587299160001
0.835558241385726,0.741660041005
0.7331841535963216,0.744983274203
0.7510526932210163,0.746992518724
0.8623282984424734,0.7486548339910001
0.839031296392098,0.74990266718
0.6642797797542337,0.75
0.7516052744602355,0.751584517328
0.7127633765243773,0.7517777325149999
0.7862735422730172,0.758416542159
0.8908457697076002,0.758682542539
0.8743738587073524,0.76
0.7210393890582342,0.761289271476
0.6719887041140431,0.761973329892
0.8547496803793744,0.762888882156
0.7539835395749873,0.769906661891
0.8915651459799842,0.77
0.6532136416558376,0.7748106449809999
0.9194409857389618,0.78
0.8527513060128773,0.789655238007
0.7404937682802402,0.79
0.7799152981599302,0.790101999772
0.7375718662749721,0.790268602158
0.9287164581711099,0.795263178152
0.850730495294274,0.8
0.8427809761259764,0.802557962642
0.7895224332721426,0.8096575160449999
0.8112625660706976,0.81
0.8236378498545517,0.813180070084
0.8583456453392414,0.8152371805490001
0.8437382820802429,0.819588181112
0.837634484041066,0.82
0.9873857074873924,0.8232733638609999
0.9199148996071338,0.8285090908660001
1.0,0.83
0.8983990012358831,0.830213628095
0.821561057630736,0.830901330555
0.718972720418092,0.830903765816
0.8357310692477048,0.833363019536
0.9352741885641175,0.837244716406
0.857747881528242,0.84
1.0,0.847841399008
0.8078033286818426,0.85
0.9050386303303994,0.86
0.8861509196110353,0.87
0.9470278622824858,0.8712168065200001
0.8396731383789594,0.88
0.8226291273430212,0.8867471639229999
0.9760480675348733,0.89
0.9306728267548217,0.9
0.8601196867814465,0.91
0.91757486254344,0.915465747141
0.8659044714335697,0.92
0.9112896904619396,0.93
0.8902766441590603,0.94
0.951481487545545,0.95
0.888782319327215,0.96
0.8516523117931152,0.97
0.9429365035340791,0.98
0.8173813970710172,0.99
